ydl,pll,evaluation,date,label
329,2,本来冲高已经解套后来15买回来了，算是做了一把踢吧。,05-24 18:18,1
289,1,$中远海控(SH601919)$内资是最大空投。北向今天又是净,05-24 18:05,2
489,1,抓狂的一天,05-24 17:59,1
2759,29,今日A股通｜北向资金净流出95.49亿元 大幅净买入比亚,05-24 17:59,2
204,0,最大空头还是内资，没有港股通买入，估计至少要向下5,05-24 17:49,2
302,0,无非是油价上涨，有新吨位,05-24 17:47,1
289,1,北向就是T最后剩一地鸡毛,05-24 17:40,2
155,0,明天补跌。,05-24 17:20,2
218,1,明天涨停了,05-24 17:18,1
200,1,好帖转发了,05-24 17:05,1
277,2,"$中远海控(SH601919)$上午赚二千没卖,下午倒亏钱,希望",05-24 17:01,2
2553,21,中远海控第一步到10元,05-24 16:51,2
247,0,30分钟级别MA5与MA10金死叉做$中远海控 sh601919$  05,05-24 16:47,2
294,2,$中远海控(SH601919)$迷茫了，大盘今天这样表现，后面,05-24 16:31,2
252,2,$中远海控(SH601919)$几乎最低价收市，北向进来果然不,05-24 16:27,1
401,2,$中远海控(SH601919)$别慌，今天借势洗盘，明天阳包阴,05-24 16:17,1
1666,1,聊聊趋势逻辑下的盈利模式,05-24 16:03,1
1187,3,5.24，大盘今天怎么了？是这一波低点上来的反弹到顶了,05-24 16:00,2
452,5,明天补跌的可能性大吗,05-24 15:58,2
178,0,$中远海控(SH601919)$我上一帖叫韭菜注意盘面动态！因,05-24 15:53,2
170,0,有缺必补，不服不行。,05-24 15:52,1
305,3,$中远海控(SH601919)$我承认，我贪心了，今天上午给了,05-24 15:52,1
9007,21,洗盘还是新的下跌开始了？周三，股市观瞻,05-24 15:46,2
186,0,哈哈哈，庄家被盯上了，竟然改变计划，不讲武德啊,05-24 15:40,2
157,0,重回13随大盘调整,05-24 15:35,2
155,0,$中远海控(SH601919)$,05-24 15:33,2
168,0,上影线很长哈,05-24 15:30,1
226,0,中远海控的利空：无非是油价上涨，有新吨位下水，航运,05-24 15:29,1
3163,66,图一是海控5分图走势，接连两天不停做5分顶背离，今天,05-24 15:20,2
215,0,$中远海控(SH601919)$八大券商，九大基金，十大机构权,05-24 15:17,2
170,0,$中远海控(SH601919)$跌1点几，不错了,05-24 15:12,1
253,1,倒车接人了，你敢上吗？,05-24 15:12,1
159,0,$中远海控(SH601919)$今天正负差不多6个点,05-24 15:11,1
193,1,15.57元清仓了……[大笑],05-24 15:07,2
159,0,$中远海控(SH601919)$早说了反弹就是跑的时候,05-24 15:07,2
138,0,枉費走了一早的3.5%,05-24 15:07,2
149,0,等你磨，把你内裤都磨掉，使终改不了,05-24 15:04,2
143,0,早上卖飞拍大腿，下午摸一摸拍疼的大腿,05-24 15:03,2
194,1,明天14.5，再也回不到15元，哈哈。周期周期周期,05-24 15:02,2
164,0,$中远海控(SH601919)$不割完韭菜能涨吗？珍惜手中筹码,05-24 15:02,1
145,0,每天T一下吧，2毛不嫌多，5分也不嫌少。。慢慢把成本,05-24 15:02,2
138,0,$中远海控(SH601919)$玩了，芭比Q了,05-24 15:01,2
167,0,$中远海控(SH601919)$经验教训！凡北向大幅买入的，第,05-24 14:59,2
184,1,$中远海控(SH601919)$这厮是不是中国远洋？以前巨亏的,05-24 14:57,2
131,0,快去请如来佛祖……,05-24 14:57,2
129,0,$中远海控(SH601919)$真它,05-24 14:57,2
130,0,$中远海控(SH601919)$千日砍柴一日烧,05-24 14:56,2
126,0,$中远海控(SH601919)$早上和昨天，又被套了一批,05-24 14:55,2
308,1,炒股赚钱买媳妇儿！,05-24 14:54,1
130,0,$中远海控(SH601919)$5000股跌停吧反正和我没关系了,05-24 14:54,2
242,7,$中远海控(SH601919)$有鲜有嫩的新韭菜[捂脸][捂脸][,05-24 14:54,2
154,0,$中远海控(SH601919)$今天又找到好理由了，怪大盘,05-24 14:51,2
220,1,从早上流入1个多亿，到收盘流出2千万,05-24 14:51,2
133,0,$中远海控(SH601919)$啥子鬼哦,05-24 14:50,2
162,0,$中远海控(SH601919)$再次警告请不要骗小散手里的筹码,05-24 14:47,2
130,0,$中远海控(SH601919)$什么时候分钱motherer,05-24 14:46,2
161,0,卖方太强了这么长个上影,05-24 14:45,1
188,1,明天涨停！,05-24 14:44,1
140,0,$中远海控(SH601919)$每次赶的点都可好了，每次感觉要,05-24 14:43,2
136,0,$中远海控(SH601919)$每次都是涨一点就遇上大盘跌.。,05-24 14:42,2
147,0,$中远海控(SH601919)$有利空？！或利好！,05-24 14:41,1
150,0,幸亏上午跑得快,05-24 14:38,2
156,0,$中远海控(SH601919)$最后几分钟了，再拉不起来，这波,05-24 14:37,1
1616,10,国金证券给予中远海控买入评级 Q1业绩符合预期 控股股,05-24 14:34,2
157,0,$中远海控(SH601919)$今天T到铁板上了，[怒][怒][怒],05-24 14:34,2
128,0,长剑射天,05-24 14:33,1
108,0,我记得不是把他禁言了吗?是拉去培训后又放出来了?还是,05-24 14:32,2
143,0,$中远海控(SH601919)$不用猜，是内资在抛,05-24 14:31,2
18075,30,Q1业绩符合预期，控股股东完成增持,05-24 14:30,2
395,3,早上解套了没走,05-24 14:30,2
140,0,$中远海控(SH601919)$海狗也太渣了，又绿了,05-24 14:26,2
252,6,$中远海控(SH601919)$上午15.38进来哭晕在,05-24 14:26,2
146,2,$中远海控(SH601919)$大盘逆子给我涨[哭],05-24 14:25,1
132,0,$中远海控(SH601919)$现在谁不会说，我也会,05-24 14:24,2
122,0,刺天长针[卖出],05-24 14:21,2
107,0,$中远海控(SH601919)$A股跳水冠军,05-24 14:20,2
117,0,$中远海控(SH601919)$上周：这都能绿，这周,05-24 14:20,2
107,0,又他娘被套,05-24 14:19,2
109,0,$中远海控(SH601919)$请不要骗小散们手里的,05-24 14:18,2
193,2,狗庄你看看中远海能,05-24 14:15,2
120,0,别啊兄弟加仓了我别搞我啊,05-24 14:10,1
133,0,对海控的信心彻底垮了,05-24 14:06,2
329,3,笑死我了，我是打死没想到，海控能录,05-24 14:05,2
210,3,上午都解套了，犹豫了一下又被套了，唉~,05-24 14:04,2
192,2,别在那假顶！下来吧你！高层一昧靠好业绩高,05-24 14:00,2
249,5,主力一直在撤退，估计60万散户了，周期是无,05-24 13:56,2
129,0,$中远海控(SH601919)$超大单都跑完了，马上,05-24 13:55,2
129,0,周三补跌4%,05-24 13:51,2
137,1,哎，还得绿，万绿龟名不虚传[赞],05-24 13:50,2
123,0,危险了,05-24 13:49,2
154,2,那个11块建仓的不用理会,05-24 13:44,2
211,1,每次要涨，都被大盘压下来，无语,05-24 13:44,2
132,0,基本不用担心，看看外面跌成啥样了都,05-24 13:43,2
120,0,跌破15我就满仓，我就是看好他,05-24 13:42,2
271,2,早上高点没有走，下午跳水跑，又亏一笔,05-24 13:41,2
120,0,$中远海控(SH601919)$先在股东增持前拉20厘,05-24 13:41,1
111,0,完了，又开始了,05-24 13:39,2
125,0,$中远海控(SH601919)$看看海能升板了,05-24 13:38,1
115,0,就这样，收尾了。$中远海控(SH601919)$[摊,05-24 13:38,2
114,0,$中远海控(SH601919)$尾市会涨上来的,05-24 13:37,1
117,0,$中远海控(SH601919)$只要你今天不绿，我就,05-24 13:29,2
115,0,回补3096--3107缺口了，估计会有所调整再向,05-24 13:29,2
112,0,$中远海控(SH601919)$不要脸的公司呀！,05-24 13:29,2
118,0,$中远海控(SH601919)$早说了反弹就是你跑的,05-24 13:24,2
109,0,看你能顶多久？下来吧你[捂脸][捂脸],05-24 13:24,2
104,0,早上进的又被套，天天发套,05-24 13:24,2
122,0,$中远海控(SH601919)$我觉得很好了，在板块,05-24 13:23,1
132,0,$中远海控(SH601919)$有什么坏消息？美股也涨了的。扯,05-24 13:22,1
117,0,$中远海控(SH601919)$这么抗跌吗？,05-24 13:16,2
112,0,跌3个点收哈哈,05-24 13:15,2
116,0,转发,05-24 13:12,1
127,0,仙人指路。明天再涨,05-24 13:10,1
123,0,下午小绿，几分钱,05-24 13:09,2
113,0,$中远海控(SH601919)$北向一跑剩下的就等死了，大盘不,05-24 13:09,2
225,2,完了埋在了山顶15.57,05-24 13:08,1
105,0,$中远海控(SH601919)$看样子又要绿啦,05-24 13:05,2
310,5,$中远海控(SH601919)$被我买崩了吗,05-24 12:48,2
322,3,请问各位大师，中远海控今天能买吗？,05-24 12:36,1
169,2,$中远海控(SH601919)$今天要绿,05-24 12:27,2
123,0,跳水冠军,05-24 12:27,2
206,2,$中远海控(SH601919)$我猜测明天大概率中远海控会不会,05-24 12:15,1
300,7,大盘赶紧把缺口补了，别影响俺们海狗发挥[呲牙][火箭],05-24 12:11,1
163,0,$中远海控(SH601919)$就凭这个买入量，我不割肉。,05-24 12:04,1
131,0,$中远海控(SH601919)$15.38进来又埋,05-24 11:57,1
990,1,海控回购股票最快也要到下周才能开始。只有等27号股东,05-24 11:51,1
135,0,买入[加油][鼓掌][大笑][滴汗],05-24 11:43,1
127,0,$中远海控(SH601919)$真的北向资金砸盘了，还是跑了好,05-24 11:41,2
252,3,刚想说大盘不发神经，海控今天应该能收15.50-15.55之,05-24 11:40,1
269,2,$中远海控(SH601919)$$中信证券(SH600030)$中信增加了,05-24 11:35,1
467,3,海控实话,05-24 11:33,2
109,0,$中远海控(SH601919)$垃圾,05-24 11:32,2
115,0,海能成了龙头了？,05-24 11:32,2
133,0,真的挺搞笑的，行情好你不一起涨，指数要调整了你就来,05-24 11:27,2
252,0,集中营里的这届散户喜欢追高，而且怨气很重。没加杠杆,05-24 11:26,1
103,0,垃圾赶紧退市,05-24 11:26,2
128,0,$中远海控(SH601919)$真是倒霉，每次有个利好的时候，,05-24 11:24,2
108,0,$中远海控(SH601919)$什么鬼,05-24 11:24,2
210,1,$中远海控(SH601919)$跟昨天的走势一样？貌似明天冲到,05-24 11:16,1
132,0,大A被恒指整个带崩了，恒指被纳斯达克期指吓，期指晚,05-24 11:10,2
142,0,俄罗斯原油管道禁供后果初现，，所以去非洲运油的油轮,05-24 11:09,1
207,1,$中远海控(SH601919)$走了，拜拜[握手]。大叔不认为海,05-24 11:04,2
132,0,$中远海控(SH601919)$看看中远海能,05-24 11:03,2
129,0,$中远海控(SH601919)$小弟海能，海外都又新高了，你真,05-24 11:02,2
128,0,$中远海控(SH601919)$下午翻绿可能也有,05-24 11:02,2
125,0,主力请看,05-24 11:01,2
363,5,$中远海控(SH601919)$15.38又进来了,05-24 11:01,1
293,1,30元以下买入其实就是中签原始股，我就问你还在等啥？,05-24 10:58,2
109,0,海能涨停了,05-24 10:58,1
125,0,$中远海控(SH601919)$下午收盘还是绿,05-24 10:55,2
113,0,$中远海控(SH601919)$O点87元可以买一个馒头和一包儿,05-24 10:54,1
114,0,快进快进快进庄稼吸筹,05-24 10:51,1
134,0,中远海能又涨停了,05-24 10:51,1
120,0,上海复甦海控马上胸起,05-24 10:50,1
118,0,$中远海控(SH601919)$开始跳水了,05-24 10:49,2
114,0,$中远海控(SH601919)$记吃不记打啊！,05-24 10:48,2
118,0,海运 “茅”又回来了！,05-24 10:48,1
108,0,$中远海控(SH601919)$海能都新高了这个孙子还在高开低,05-24 10:48,2
218,0,$中远海控(SH601919)$铜陵有色000630公司的有色金属涉,05-24 10:46,2
114,0,$中远海控(SH601919)$紧跟大盘,05-24 10:44,2
211,2,$中远海控(SH601919)$握草！今日抢筹中远海控！牛逼克,05-24 10:43,1
112,0,$中远海控(SH601919)$,05-24 10:43,2
126,0,承接太强了，现在买入，后面还有高点,05-24 10:42,1
134,0,$中远海控(SH601919)$海能涨停，轮船也快了，海控你还,05-24 10:39,2
113,0,你个弱鸡,05-24 10:38,2
126,0,$中远海控(SH601919)$比较垃圾，在航运里,05-24 10:29,2
146,0,今天量还是不够大，高位洗盘再上攻16？,05-24 10:27,1
131,0,15.53这个压力位突然破不了啊！,05-24 10:27,2
110,0,来次照顾,05-24 10:26,1
168,1,$中远海控(SH601919)$15.65出了点,05-24 10:25,2
132,1,一买就跌，是被监控了么？,05-24 10:24,2
143,0,一股一年0.87元，二十年分红才翻一信银行存二十年利滚,05-24 10:19,1
119,0,海控赚这么多钱能分点红利不？毕竟上市来赚钱年份不多,05-24 10:18,2
136,1,$中远海控(SH601919)$反弹就是你跑的机会,05-24 10:17,2
111,0,$中远海控(SH601919)$垃圾，看看海能,05-24 10:16,2
189,0,$中远海控(SH601919)$已走出底部形态并进入反弹通道，,05-24 10:15,1
142,0,$中远海控(SH601919)$早说看好海运买海能，韭菜们就是,05-24 10:14,2
125,0,物价为啥高，因为中间商都被这个海控挣了,05-24 10:12,2
117,0,好垮[滴汗][滴汗][滴汗],05-24 10:12,2
134,0,拿着中远海控的人，看着中远海能，这你们能受得了？,05-24 10:08,1
119,0,回来干，看好,05-24 10:05,1
126,0,$中远海控(SH601919)$今天还没有见到万手哥[大笑][大,05-24 10:04,2
150,0,$中远海控(SH601919)$卖单根本不多，为啥涨不上去？不,05-24 10:04,2
113,0,$中远海控(SH601919)$又开始渣了，渣男就是渣男，提起,05-24 10:04,2
110,0,$中远海控(SH601919)$拉了,05-24 10:04,1
224,3,15.55进了，希望能吃点肉肉[大笑],05-24 10:03,1
129,0,$中远海控(SH601919)$高潮这就完了吗？我去,05-24 10:03,2
126,0,$中远海控(SH601919)$没办法，遇到大市跌。。,05-24 10:02,2
108,0,快跑快跑快跑下午大跳水,05-24 10:00,2
122,0,$中远海控(SH601919)$涨不停,05-24 09:59,1
166,0,$中远海控(SH601919)$卧槽！挂15.68做T竟然没成交。。,05-24 09:55,1
155,1,$中远海控(SH601919)$竟然回本了，几个月没白等，不像,05-24 09:50,2
155,1,中远海控看涨,05-24 09:48,1
138,0,$中远海控(SH601919)$守得云开见月明[得意][牛][赞][,05-24 09:48,1
200,3,还有说要补缺口的吗，以后缺口可多了[捂脸],05-24 09:48,2
130,1,改投肯定票了,05-24 09:48,2
124,0,$中远海控(SH601919)$咋这么猛,05-24 09:47,1
137,0,推上15.88就有希望，否则无望。$中远海控(SH601919)$,05-24 09:47,1
153,0,千万不要错过2022年的大牛股-中远海控！,05-24 09:47,1
141,0,现在上车机会多多，不到30不卖，30市盈率才不到6,05-24 09:46,1
132,0,15.8是高抛机会,05-24 09:45,1
209,3,$中远海控(SH601919)$15.6减仓800手,05-24 09:45,1
130,0,不要再玩阴功了！都谁都不利！,05-24 09:45,2
127,0,$中远海控(SH601919)$闭着眼睛捡钱,05-24 09:44,1
176,2,$中远海控(SH601919)$估计能涨到多少？18还是20,05-24 09:43,2
135,0,$中远海控(SH601919)$只要不涨停，就会涨不停。。。,05-24 09:43,1
119,0,$中远海控(SH601919)$加油啊，海狗子,05-24 09:42,1
143,0,$中远海控(SH601919)$1.2万手有本事别撤啊，哈哈哈哈,05-24 09:41,2
127,0,又走早了[哭],05-24 09:40,2
183,1,差不多要收网了丁字裤都要跑路了,05-24 09:39,2
136,0,$中远海控(SH601919)$拉一次涨停证明你不是狗,05-24 09:38,2
225,4,今天马上跳水,05-24 09:36,2
118,0,我卖了，你才来涨,05-24 09:35,1
154,1,$中远海控(SH601919)$汽车板块都能起飞，海运怎么可能,05-24 09:34,1
139,0,不可能,05-24 09:33,1
134,0,$中远海控(SH601919)$海控：昨天给散户发的套还不够，,05-24 09:32,2
299,5,鸡狗{公募基金}不识货！,05-24 09:31,2
131,0,坚持作强作大作优国有企业投资价值，资本运作优化国企,05-24 09:29,2
2264,9,昨天大盘挖坑收盘的时候收平了，难道是想试探一下有没,05-24 09:27,2
286,0,央企强化上市公司管理提升上市公司市值和价值创造. 资,05-24 09:25,1
3810,6,"2022.5.24 粤水电:大周期上升趋势,回调后得到支撑",05-24 09:24,1
264,1,$中远海控(SH601919)$看看以星，你这个垃圾！还亏了二,05-24 09:21,2
985,0,【盘前提示5.24】国常会进一步部署稳经济一揽子措施，,05-24 09:17,2
128,0,国有资本保值增值能力和可持续发展能力作为任期考核重,05-24 09:17,1
133,0,海控去年净利翻8倍反市值爆跌，国有资本保值增值能力,05-24 09:17,1
979,8,昨天尾盘15.14走了，不知道今天咋个行情？是不是传说,05-24 09:12,1
134,0,$中远海控(SH601919)$[旺柴]摸个5日线缺口，再收红，,05-24 09:10,1
1232,1,$中远海控(SH601919)$去年51前清仓，昨天又买了点，虽,05-24 09:10,2
146,0,$中远海控(SH601919)$今天完犊子了,05-24 09:08,2
139,0,今天感觉都不好，要完了,05-24 08:47,2
484,3,海控今天涨一角就回本了，十点前全部清仓。格局就这么,05-24 08:37,1
147,0,挣钱的机又来了，你的加油啊，海狗,05-24 08:37,1
140,0,$中远海控(SH601919)$港仔拼命拉两天是为了啥,05-24 08:36,2
1711,42,迎瑞,05-24 08:20,2
3045,1,2022-05-23北上资金数据观察,05-24 08:09,1
174,0,$中远海控(SH601919)$扬帆起航！海运昌盛！目标30！,05-24 08:08,1
3214,46,5.24号昨日的走势就是技术性调整，缩量加北上资金高抛,05-24 08:07,1
3653,41,中远海控周期隐忧股价腰斩75家基金退出   控股股东增,05-24 07:34,2
2478,7,一周增减持：良品铺子遭高瓴大笔套现 中远海控等八公,05-24 07:34,2
637,1,中远海控05月23日获沪股通增持2833.73万股,05-24 07:33,1
356,4,看看其它航运公司都在一轮一轮地创新高！垃圾管理层都,05-24 07:31,2
538,2,中远海控：融资净买入7722.16万元，融资余额90.27亿元,05-24 07:30,1
278,1,涨一点牛鬼蛇神就出来吹，呵呵，跌时这么都不见这些什,05-24 07:27,2
152,0,$中远海控(SH601919)$,05-24 07:17,2
8634,245,【2022.5.24】到6月底，持有海控就快两年了，在东财股,05-24 06:56,1
231,0,$中远海控(SH601919)$在完成并不熟悉的事情时，我们时,05-24 06:37,2
758,0,就是涨了，还有50%的上涨空间！,05-24 06:34,1
2035,1,骑牛真粉8088看骑牛（5.24）,05-24 06:14,1
625,1,《5月24日》外资持有601919持续创历史新高,05-24 05:00,1
1383,5,$中远海控(SH601919)$北向两天增持5100万股，感觉这事,05-24 04:16,1
887,1,中远海控(01919)：中远海运集团财务获增资135亿元2022,05-24 03:49,1
3976,2,中远海控目前与西藏矿业合作开发西藏海的进度一切顺利,05-24 01:44,1
422,0,波罗的海干散货运价指数触及逾五个月高位财联社5月23,05-24 01:29,1
237,0,坐稳扶好，船要开了,05-24 01:25,1
354,1,$中远海控(SH601919)$港烂继续加仓，也就是说割韭菜高,05-24 00:38,2
851,2,中远海控；同学们，我回来了！今早开盘买进的150手。,05-24 00:08,1
225,0,尾盘卖了[哈欠][哈欠],05-24 00:02,2
167,0,$中远海控(SH601919)$赚了钱不分红，肥了谁又坑了谁呢,05-23 23:33,2
145,0,我14.2本，今天清仓了太难受了,05-23 23:12,2
623,4,@中远海控，发现吧里的散户股东真是比较难伺候。,05-23 22:54,2
162,0,300981。妖气！,05-23 22:29,1
398,1,明天涨停板来了,05-23 22:21,1
668,5,21今年可以回本不？,05-23 22:19,1
239,0,$中远海控(SH601919)$看看他还嘚瑟不，还在隐藏利润不,05-23 22:03,2
807,1,浪费可耻啊，建议万总考虑  手里的现金流抄底  中国联,05-23 21:41,2
391,1,明天开始又要跌了,05-23 21:34,2
1355,0,收评：重拾的抱团，我们怎么办？,05-23 21:24,2
510,4,这股有个特点：逢缺口必补。今天的缺口估计接下来几天,05-23 21:05,1
454,2,$中远海控(SH601919)$正义迟早要来的！,05-23 20:50,1
672,0,$中远海控(SH601919)$五月二十四日布局：$京粮控股(SZ,05-23 20:14,2
211,0,明天上板，让前些天做空客们踏空去,05-23 20:12,1
192,0,年线上压长上影，回踩5年，10年是标配,05-23 20:11,1
178,0,30月，又到了诱多区域了，小板凳放好，鱼竿支起来,05-23 20:09,1
542,3,10倍票，不是你自己的贪婪，谁会在下跌途中买。海面上,05-23 20:07,2
268,0,@中远海控。按照北狗的习性，拱过的鸡窝最后都是留下,05-23 19:54,2
589,6,$中远海控(SH601919)$[成交][成交][成交][成交][怒][,05-23 19:51,2
566,2,601919，北向资金今日净买入第一名,05-23 19:44,1
1192,2,中远海控高增持30亿！10倍航运牛股高位腰斩 BDI周线六,05-23 19:41,1
728,3,这票好危险啊！欠那么多钱应付款，一不小心钱又没有了,05-23 19:35,2
835,3,國企业绩考核既要体现国有资本保值增值的普遍要求和不,05-23 19:33,1
732,3,北向明天又是大笔加仓5亿。你们觉得会怎么样。都傻了,05-23 19:21,2
879,0,06个股分析20200413一些预判,05-23 19:06,1
354,0,要求不高18元赚钱有人,05-23 19:05,1
210,0,$中远海控(SH601919)$今天瞌睡登在日本放风，部分解除,05-23 19:01,1
1738,7,成交额：27.85亿，今日北上资金大幅净买入中远海控4.2,05-23 19:00,1
5418,4,北向资金砸盘-57.44亿，外资今日“增持买入”8股，名,05-23 18:54,1
504,3,这个股票，未来150元，真的！,05-23 18:48,2
145,0,好帖转发,05-23 18:48,1
177,0,$中远海控(SH601919)$双星拱照，一路上扬⋯[微笑][微,05-23 18:42,1
459,1,$中远海控(SH601919)$坚定持有，16.66,05-23 18:37,1
447,1,卖飞的笑死，上周五北向进3亿多说北向一日游下周必跌,05-23 18:35,1
2638,16,中远海控W底已成型了，第一波上升到2O元左右，第二波2,05-23 18:27,1
173,0,北上大买，明天高开，直接跑路[大笑],05-23 18:26,2
2015,9,今日A股通｜北向资金净流出57.44亿元 大幅净买入中远,05-23 18:09,2
206,0,$中远海控(SH601919)$看ccfi，现在和2021年一季度均价,05-23 17:54,2
384,2,$中远海控(SH601919)$北向资金进来啦！大家赶紧出吧！,05-23 17:53,2
5647,67,601919:中远海控关于疫情防控期间参加2021年年度股东,05-23 17:50,2
1065,10,北向资金今日净流出57.44亿元 大幅净买入中远海控4.27,05-23 17:47,2
147,0,为啥市盈率这么流弊,05-23 17:47,2
231,0,$中远海控(SH601919)$北向资金大幅买入中远海控北向资,05-23 17:44,1
603,9,$中远海控(SH601919)$大伙看看是真的吗？！,05-23 17:42,2
176,0,现在价位做T有点难，估计主力还会拉高一点点，看十五,05-23 17:38,1
2283,4,沪深股通十大成交活跃股（05-23）,05-23 17:35,1
150,0,$中远海控(SH601919)$北向资金买进4个多亿,05-23 17:34,2
488,4,明天北向会不会砸盘子。,05-23 17:33,2
1242,28,来，都说说你们拿股的价位……[大笑][大笑][大笑][大,05-23 17:30,1
342,1,可以啊！看来要涨了，大家快来拉一拉[呲牙],05-23 16:33,1
603,3,$中远海控(SH601919)$第一目标价格17块第二目标价19块,05-23 16:25,1
135,0,涨,05-23 16:19,1
627,5,$中远海控(SH601919)$首先恭喜在船上的股友，中远终于,05-23 15:46,1
2594,22,5.23海控离保本出已经不远了。,05-23 15:43,2
343,2,盘子太大了，太大了，太大了,05-23 15:41,2
198,0,$中远海控(SH601919)$又割一波.....,05-23 15:29,2
2629,15,图一海控周线图，绿圈位置macd还没金叉。还没达到我心,05-23 15:21,2
355,1,怎么感觉跟5月5号走的差不多,05-23 15:15,2
599,3,尾盘买了12000股，明天吃肉,05-23 15:15,1
804,4,整出两个缺口来干嘛啊。。。到底要不要补。。。。我害,05-23 15:09,2
325,2,$中远海控(SH601919)$反弹而已，可以跑了,05-23 15:08,2
452,4,$中远海控(SH601919)$明天冲高不管多少就要先减仓。。,05-23 15:04,2
518,1,$中远海控(SH601919)$无语，准备尾盘卖的，收盘的时候,05-23 15:01,2
424,1,海控就先做做t再说,05-23 14:50,1
333,1,这么好消息不拉了么  横盘干什么,05-23 14:49,1
160,0,准备吃了拿3万单。,05-23 14:49,2
2827,18,海运业绩继续强势增长，中期估值值得拥有收盘后中远海,05-23 14:41,1
186,0,怎么样？干不干？,05-23 14:40,2
197,0,$中远海控(SH601919)$这种十万手压单，你说不是量化基,05-23 14:36,2
242,1,看16,05-23 14:33,2
736,1,中远海控，物流海远和码头仓储，都是弱小庄板块的股票,05-23 14:31,2
314,3,$中远海控(SH601919)$14:30开始上攻。。,05-23 14:27,1
306,1,怎么样？干不干？,05-23 14:19,2
178,0,早上流出，下午空转多，洗得一手好牌。,05-23 14:10,1
462,2,$中远海控(SH601919)$量能不足，明日不乐观,05-23 14:10,2
471,11,今天14.8，周二14.1,05-23 14:07,2
217,1,$中远海控(SH601919)$21的本，求解套,05-23 14:03,1
402,9,$中远海控(SH601919)$兄弟们我的问题一买就跌，山顶的,05-23 14:01,2
387,5,$中远海控(SH601919)$17的本，还早呢,05-23 13:59,2
504,3,$中远海控(SH601919)$早上有个。智力低下的说15不卖就,05-23 13:58,1
343,3,"海控净利翻8倍市市值40%,无作为收高薪不宜再发激励低",05-23 13:57,1
214,1,回本的都出了吧，这垃圾股不行,05-23 13:55,2
141,0,$中远海控(SH601919)$中远海控的春天来了吗？,05-23 13:54,1
300,2,$中远海控(SH601919)$15.1出的，挂14.8没买回来，血亏,05-23 13:53,2
302,1,"海控股价严重被打压扭曲上年净利翻8倍今年续作好,购东",05-23 13:46,1
455,7,周二低开低走，补缺口。14.2,05-23 13:45,1
277,1,汽车板块大涨，并不代表物流板块会大涨，没有实力的弱,05-23 13:44,2
566,7,$中远海控(SH601919)$几万手都吃了不可能不拉了嘛,05-23 13:40,2
260,1,"海控净利翻8倍,并购东方海外增值近3倍, 反海控市值股",05-23 13:39,2
202,1,$中远海控(SH601919)$今天轮到尾盘拉海控A股！,05-23 13:37,1
152,0,$中远海控(SH601919)$主力资金连续两天流入，冲上15.5,05-23 13:36,1
317,2,$中远海控(SH601919)$快快追上兴通股价吧！上15.58也,05-23 13:35,1
295,1,$中远海控(SH601919)$双顶，看能不能突破，突破看到22,05-23 13:34,1
273,3,能看出来，韭菜们没有多少股票了，慢慢可以拉升了！18,05-23 13:33,2
218,1,买在山顶，割在山底，正宗韭菜,05-23 13:31,2
615,13,买在15.2[哭][哭][哭]想剁手,05-23 13:30,2
242,1,虽然我今天上午被洗出去了两个点跑了，但今天下午一开,05-23 13:29,2
128,0,央企都是上午开会，然后休息会就吃中饭了。一般都是下,05-23 13:28,2
136,0,上午把我洗出去了,05-23 13:28,2
117,0,错过了,05-23 13:27,1
124,0,$中远海控(SH601919)$爽，再冲一把，我卖一点点给你吃,05-23 13:26,1
123,0,能稳住，慢慢来就行,05-23 13:24,1
168,0,$江淮汽车(SH600418)$$中远海控(SH601919)$江淮汽车点,05-23 13:24,2
123,0,快跑啊！够高啦！哈哈,05-23 13:22,2
107,0,看看港股牛还是A股了[大笑][大笑][大笑],05-23 13:22,2
258,3,$中远海控(SH601919)$抛盘太大，涨不上去了！,05-23 13:18,2
137,0,大股东又开始回购了,05-23 13:15,2
182,0,$中远海控(SH601919)$这就是A股的“价值投资”，恒生,05-23 13:14,1
123,0,中远大股东正在加仓,05-23 13:13,1
584,11,$中远海控(SH601919)$真的建议大家不要进来，庄家是很,05-23 13:09,2
266,8,$中远海控(SH601919)$海运周期历史大顶，大家都在卖，,05-23 13:07,2
123,0,现在不上车后悔,05-23 13:06,1
204,3,中远海控价值严重被低估。,05-23 13:06,1
128,0,港股买的和大爱一个价了就买大爱了,05-23 13:06,1
163,0,$中远海控(SH601919)$40万手压单，出货之心坚决,05-23 13:04,2
290,5,$中远海控(SH601919)$今天至少15.50本周可能创新高！,05-23 12:57,1
1034,1,台湾货柜三雄其中长荣阳明涨7%，万海涨停，台湾货柜上,05-23 12:54,1
798,5,坚定持有海控，日后必有厚报！二季度业绩可期！,05-23 12:53,1
180,1,$中远海控(SH601919)$唱空的都被我拉黑了，嘿嘿,05-23 12:51,1
2639,37,5.23午盘股价又来到了压力位上，这些线不是今天才画的,05-23 12:46,2
247,0,$中远海控(SH601919)$凌晨预测一波海控，感觉已被主力,05-23 12:43,2
130,0,大家都不踢，也许这个票还好一点的，现在解套我肯定出,05-23 12:38,2
231,2,金叉来了，大师们说能涨多少？,05-23 12:33,1
284,1,"海控并购东方海外价翻近3倍, 海控净利翻8倍市值反爆跌",05-23 12:31,2
169,0,"东方海外再创新高见256元,海控并购翻近3倍,海控净利翻",05-23 12:27,1
